utterance;level_0;level_1;level_2;tp;absatz;seq
Ein So- kannst mal schauen eine Soße mit Schlagsahne Soße mit Schlagsahne und Crème fraîche also weißt schon oder ist das nicht zu viel dann? Crème fraîche ODER Schlagsahne? Also kann man trotzdem äh der Schmand ist das Gleiche wie saure Sahne;fact;Ingredient;Ingredient Substitution;3;24;7
Also kann man trotzdem äh der Schmand ist das Gleiche wie saure Sahne. Muss ich das unbedingt verwenden?;fact;Miscellaneous;Question regarding experiment;3;26;8
Muss ich das unbedingt verwenden? Also Kidneybohnen die verwende ich mal nicht dazu weil da bin ich mir echt nicht sicher ob das da dazupasst.;fact;Ingredient;Ingredient composition;3;30;9
Also Kidneybohnen die verwende ich mal nicht dazu weil da bin ich mir echt nicht sicher ob das da dazupasst.;fact;Ingredient;Ingredient composition;3;30;10
Also Kidneybohnen die verwende ich mal nicht dazu weil da bin ich mir echt nicht sicher ob das da dazupasst. Aber du kannst einmal noch schauen wie lang man den ich weiß nicht wie lange man den Spargel kochen muss. Ob das wie bei den Nudeln ist mit zehn Minuten ungefähr oder länger oder so;fact;Time;Cooking Time;3;34;11
Aber du kannst einmal noch schauen wie lang man den ich weiß nicht wie lange man den Spargel kochen muss. Ob das wie bei den Nudeln ist mit zehn Minuten ungefähr oder länger oder so. 15 bis 20 Minuten.;fact;Time;Cooking Time Reassurance;3;38;12
15 bis 20 Minuten. Im im äh sprudelnd heißem Wasser oder;competence;Cooking technique;Cooking technique - Reassurance;3;40;13
Im im äh sprudelnd heißem Wasser oder. Und kommt da dann noch ein äh äh äh weiß nicht muss man in das Wasser dann ein Salz reintun oder irgend so was?;competence;Cooking technique;Cooking technique - Question regarding specific step;3;42;14
Und kommt da dann noch ein äh äh äh weiß nicht muss man in das Wasser dann ein Salz reintun oder irgend so was? Ähm kannst du mal schauen ob man Zucchini abschälen muss? Oder ob man die nur abwascht? Oder die anmacht?Oder ob das ist wie bei der Gurke dass man da so abschälen tut;competence;Cooking technique;Cooking technique - Ingredient;3;44;15
Ähm kannst du mal schauen ob man Zucchini abschälen muss? Oder ob man die nur abwascht? Oder die anmacht?Oder ob das ist wie bei der Gurke dass man da so abschälen tut. Also man braucht es nicht schälen wie eine Gurke.;competence;Cooking technique;Cooking technique - Reassurance;3;46;16
Also man braucht es nicht schälen wie eine Gurke. Wie lange sind wir schon unterwegs?;fact;Time;Passed Time;3;48;17
Wie lange sind wir schon unterwegs? Wie ist denn das eigentlich mit dem Couscous? Wie lange muss denn der;fact;Time;Cooking Time;3;50;18
Wie ist denn das eigentlich mit dem Couscous? Wie lange muss denn der. Wie viel Gramm Spargel nimmt man da pro Person normalerweise?;fact;Amount;Amount of Ingredients;3;50;19
Wie viel Gramm Spargel nimmt man da pro Person normalerweise? Was heißt es da?;fact;Amount;Amount of Ingredients;3;52;20
Was heißt es da? FÜNFhundert Gramm weißen Spargel pro Person?;fact;Amount;Amount of Ingredients;3;54;21
FÜNFhundert Gramm weißen Spargel pro Person?;fact;Amount;Amount of Ingredients;3;54;22
FÜNFhundert Gramm weißen Spargel pro Person? Ok. Also 500 Gramm pro Person?;fact;Amount;Amount of Ingredients;3;56;23
Ok. Also 500 Gramm pro Person?;fact;Amount;Amount of Ingredients;3;56;24
Ok. Also 500 Gramm pro Person? Abschälen muss man den schon vorher den Spargel oder? Nehm ich mal an;competence;Cooking technique;Cooking technique - Ingredient;3;58;25
Abschälen muss man den schon vorher den Spargel oder? Nehm ich mal an. Also den kann man nicht einfach so reinschmeißen.;competence;Cooking technique;Cooking technique - Reassurance;3;60;26
Also den kann man nicht einfach so reinschmeißen. Wie ist denn das da oben mit dem Kopf da muss man den auch muss man den auch zuschneiden?;competence;Cooking technique;Cooking technique - Ingredient;3;62;27
Wie ist denn das da oben mit dem Kopf da muss man den auch muss man den auch zuschneiden? Warum muss man den eigentlich schälen?;fact;Knowledge;Knowledge Ingredient;3;66;28
Warum muss man den eigentlich schälen? Kannst du mal noch schauen bei Gemüsebrühe wie viel Wasser dass man da nimmt?;fact;Amount;Amount of Ingredients;3;66;29
Kannst du mal noch schauen bei Gemüsebrühe wie viel Wasser dass man da nimmt? Ich sage warum muss man den schälen weil der so eine harte Haut hat oder?;fact;Knowledge;Knowledge Ingredient;3;68;30
Ich sage warum muss man den schälen weil der so eine harte Haut hat oder? Äh Bitterstoffe?;fact;Knowledge;Knowledge - Chemical Elements;3;70;31
Äh Bitterstoffe? Achso das ist wie bei der Kartoffel dann wo?;fact;Ingredient;Ingredient Comparison;3;72;32
Achso das ist wie bei der Kartoffel dann wo? Äh wie viel Wasser muss man da nehmen?;fact;Amount;Amount of Ingredients;3;74;33
Äh wie viel Wasser muss man da nehmen? Wenn man den Spargel kocht wie viel WASSer braucht man da?;fact;Amount;Amount of Ingredients;3;76;34
Wenn man den Spargel kocht wie viel WASSer braucht man da? Also zuerst das Wasser und dann? Äh;competence;Preparation;Preparation Steps;3;80;35
Also zuerst das Wasser und dann? Äh. Ach schon gleich von Anfang an;fact;Ingredient;Ingredient addition point in time;3;82;36
Ach schon gleich von Anfang an;fact;Ingredient;Ingredient addition point in time;3;82;37
Ach schon gleich von Anfang an;competence;Preparation;Preparation Steps;3;82;38
Ach schon gleich von Anfang an. Achso zuerst zuerst äh äh;competence;Preparation;Preparation Order;3;84;39
Achso zuerst zuerst äh äh. Also zuerst muss das Wasser sprudeln.;competence;Preparation;Preparation Steps;3;86;40
Also zuerst muss das Wasser sprudeln.;competence;Preparation;Preparation Order;3;86;41
Also zuerst muss das Wasser sprudeln. Und wie viel Salz muss da rein? So Prise oder? Wahrscheinlich;fact;Amount;Amount of Ingredients;3;88;42
Und wie viel Salz muss da rein? So Prise oder? Wahrscheinlich. So Prise oder? Wahrscheinlich;fact;Amount;Amount of Ingredients;3;88;43
So Prise oder? Wahrscheinlich. Also muss man? muss man äh muss man wenn man wenn man Paprika oder Zucchini für eine Soße in eine Soße gibt muss das vorher angebraten werden?;competence;Cooking technique;Cooking technique - Ingredient;3;94;44
Also muss man? muss man äh muss man wenn man wenn man Paprika oder Zucchini für eine Soße in eine Soße gibt muss das vorher angebraten werden? Mit WASSer andünsten.;competence;Preparation;Preparation Steps;3;98;45
Mit WASSer andünsten. Und andünsten dann.;competence;Preparation;Preparation Steps;3;100;46
Und andünsten dann. Also auch in heißes Wasser geben oder?;competence;Preparation;Preparation Steps;3;100;47
Also auch in heißes Wasser geben oder? Fett und Fett und Ding ist AUCH scheiße. Fett und Wasser.;fact;Ingredient;Ingredient composition;3;104;48
Fett und Fett und Ding ist AUCH scheiße. Fett und Wasser.;fact;Ingredient;Ingredient composition;3;104;49
Fett und Fett und Ding ist AUCH scheiße. Fett und Wasser. Kannst einmal schauen Alexander Andünsten was das eigentlich genau bedeutet?;fact;Knowledge;Knowledge - Cooking technique;3;110;50
Kannst einmal schauen Alexander Andünsten was das eigentlich genau bedeutet? deswegen weiß ich nicht genau wie lange man das dann kochen muss oder so. Oder dünsten muss.;fact;Time;Steaming Time;3;112;51
deswegen weiß ich nicht genau wie lange man das dann kochen muss oder so. Oder dünsten muss.;fact;Time;Cooking Time;3;112;52
deswegen weiß ich nicht genau wie lange man das dann kochen muss oder so. Oder dünsten muss. Und jetzt äh Viertel Stunde hast du gesagt oder?;fact;Time;Cooking Time Reassurance;3;114;53
Und jetzt äh Viertel Stunde hast du gesagt oder? Viertel Stunde bis zwanzig Minuten.;fact;Time;Cooking Time Reassurance;3;116;54
Viertel Stunde bis zwanzig Minuten. Äh weißt du noch wie lange das Dünsten geht steht da auch was drin?;fact;Time;Steaming Time;3;118;55
Äh weißt du noch wie lange das Dünsten geht steht da auch was drin? Und ein Liter Wasser hat es geheißen oder?;fact;Amount;Amount of Ingredients;3;120;56
Und ein Liter Wasser hat es geheißen oder? In einem Liter kochendem Wasser aufgießen.;fact;Amount;Amount of Ingredients;3;120;57
In einem Liter kochendem Wasser aufgießen. Und ein Liter Wasser hat es geheißen oder?;fact;Amount;Amount of Ingredients;3;120;58
Und ein Liter Wasser hat es geheißen oder? In einem Liter kochendem Wasser aufgießen.;fact;Amount;Amount of Ingredients;3;120;59
In einem Liter kochendem Wasser aufgießen. Und ein Liter Wasser hat es geheißen oder?;competence;Preparation;Preparation Steps;3;120;60
Und ein Liter Wasser hat es geheißen oder? In einem Liter kochendem Wasser aufgießen.;competence;Preparation;Preparation Steps;3;120;61
In einem Liter kochendem Wasser aufgießen. Äh wo ich noch ein bisschen unsicher bin ist wie man die Soße macht. Also äh wie man praktisch die SOße zubereitet.;competence;Preparation;Preparation Steps;3;122;62
Äh wo ich noch ein bisschen unsicher bin ist wie man die Soße macht. Also äh wie man praktisch die SOße zubereitet. Äh äh. Praktisch eine Sahnesoße oder Gemüse-Sahne-Soße oder also so so wie gerade mit der Pasta da wo du gesagt hast ähm weißt schon mit der Pasta mit der mit der Sahnesoße dazu.;fact;Recipe;Recipe Retrieval;3;124;63
Äh äh. Praktisch eine Sahnesoße oder Gemüse-Sahne-Soße oder also so so wie gerade mit der Pasta da wo du gesagt hast ähm weißt schon mit der Pasta mit der mit der Sahnesoße dazu. Den Mozzarella da beim Mozzarella das Wasser kommt weg gell und das wird dann bloß so geschnitten;fact;Ingredient;Ingredient - Proper Usage;3;128;64
Den Mozzarella da beim Mozzarella das Wasser kommt weg gell und das wird dann bloß so geschnitten. Ach ja Äh kannst einmal noch schauen äh wann der Spargel durch ist? Also weißt schon beim Kuchen da sticht man ja manchmal so rein? Wann WIE kann man feststellen dass der Spargel. gut DURCHgekocht ist oder so. ja.;competence;Cooking technique;Cooking technique - Ingredient;3;130;65
Ach ja Äh kannst einmal noch schauen äh wann der Spargel durch ist? Also weißt schon beim Kuchen da sticht man ja manchmal so rein? Wann WIE kann man feststellen dass der Spargel. gut DURCHgekocht ist oder so. ja. Und wie überprüft man den?;competence;Cooking technique;Technical methods;3;132;66
Und wie überprüft man den? Achja jetzt wenn die SOße nicht SÄmig wird was mach ich da? Wenn ich zu viel Wasser habe?;competence;Cooking technique;Technical methods;3;134;67
Achja jetzt wenn die SOße nicht SÄmig wird was mach ich da? Wenn ich zu viel Wasser habe? Ich befürchte da gibt es irgendein Bindemittel.;competence;Cooking technique;Technical methods;3;136;68
Aber du könntest schauen wie lange BROKKoli braucht. Bis er DURCH ist.;fact;Time;Cooking Time;4;4;1
Aber du könntest schauen wie lange BROKKoli braucht. Bis er DURCH ist. Eine Minute.;fact;Time;Cooking Time Reassurance;4;8;2
Eine Minute. Und dann schau noch wie viel Gramm Brokkoli eine Portion sind?;fact;Amount;Amount of Ingredients;4;10;3
Und dann schau noch wie viel Gramm Brokkoli eine Portion sind? Wie viel hast du gesagt 350 Gramm Brokkoli;fact;Amount;Amount of Ingredients;4;28;4
Wie viel hast du gesagt 350 Gramm Brokkoli. 350 Gramm Brokkoli;fact;Amount;Amount of Ingredients;4;28;5
350 Gramm Brokkoli. Ok. Und dann schau mal bitte noch wie man Brokkoli wäscht.;competence;Cooking technique;Cooking technique - Ingredient;4;30;6
Ok. Und dann schau mal bitte noch wie man Brokkoli wäscht. Oder schau was man alles wegschneiden kann.;competence;Cooking technique;Cooking technique - Ingredient;4;32;7
Oder schau was man alles wegschneiden kann. Mhm?;competence;Cooking technique;Cooking technique - Next Step;4;34;8
Mhm? Ok.;competence;Cooking technique;Cooking technique - Next Step;4;36;9
Ok. Ok.;competence;Cooking technique;Cooking technique - Next Step;4;38;10
Ok. Ok.;competence;Cooking technique;Cooking technique - Next Step;4;40;11
Ok. Und dann google mal woran man erkennt dass Brokkoli durch ist.;competence;Cooking technique;Cooking technique - Ingredient;4;48;12
Und dann google mal woran man erkennt dass Brokkoli durch ist. Also aber er soll er soll weich sein.;competence;Cooking technique;Cooking technique - Reassurance;4;52;13
Alex gib mir Such- ähm Kochvorschläge für Brokkoli. Zum Beispiel. Ok. Ja.;fact;Recipe;Recipe Retrieval;5;2;1
Alex gib mir Such- ähm Kochvorschläge für Brokkoli. Zum Beispiel. Ok. Ja. Ähm Suchvorschläge mit vielleicht Couscous?;fact;Recipe;Recipe Retrieval;5;8;2
Ähm Suchvorschläge mit vielleicht Couscous? Ok was ist in Couscoussalat lecker würzig drin?;fact;Ingredient;Ingredients in Recipe;5;10;3
Ok was ist in Couscoussalat lecker würzig drin? Sind da weitere Vorschläge mit Couscous?;fact;Recipe;Recipe Retrieval;5;12;4
Sind da weitere Vorschläge mit Couscous? Ok machen wir mal Rezeptvorschläge mit Kichererbsen;fact;Recipe;Recipe Retrieval;5;18;5
Ok machen wir mal Rezeptvorschläge mit Kichererbsen. Ok? was ist da drin? Couscous mit Kichererbsen?;fact;Ingredient;Ingredients in Recipe;5;22;6
Ok? was ist da drin? Couscous mit Kichererbsen? Ja dann was muss ich dafür tun?;fact;Recipe;Recipe Summary;5;26;7
Ja dann was muss ich dafür tun? Und wie viel Couscous?;fact;Amount;Amount of Ingredients;5;28;8
Und wie viel Couscous? Beziehungsweise wie viel Personen ist das Rezept?;fact;Amount;Amount of Persons;5;28;9
Beziehungsweise wie viel Personen ist das Rezept? Wie viel? 25 125.;fact;Amount;Amount of Ingredients;5;32;10
Wie viel? 25 125. 25 125.;fact;Amount;Amount of Ingredients;5;32;11
25 125. Also nochmal? Was soll ich?;fact;Recipe;Recipe Summary;5;34;12
Also nochmal? Was soll ich? Ok. Und Mengenangabe vom Salzwasser halt dann auf Verpackung oder?;fact;Amount;Amount of Ingredients;5;36;13
Ok. Und Mengenangabe vom Salzwasser halt dann auf Verpackung oder? Ein Achtel Liter. Ok.;fact;Amount;Amount of Ingredients;5;42;14
Ein Achtel Liter. Ok.;fact;Amount;Amount of Ingredients;5;42;15
Ein Achtel Liter. Ok. Und wie viel hast du gesagt? Ein Achtel;fact;Amount;Amount of Ingredients;5;44;16
Und wie viel hast du gesagt? Ein Achtel;fact;Amount;Amount of Ingredients;5;44;17
Und wie viel hast du gesagt? Ein Achtel. Wenn ein Viertel Liter Wasser mit 250 Gramm Couscous ist.;fact;Amount;Amount of Ingredients;5;50;18
Wenn ein Viertel Liter Wasser mit 250 Gramm Couscous ist.;fact;Amount;Amount of Ingredients;5;50;19
Wenn ein Viertel Liter Wasser mit 250 Gramm Couscous ist. Also soll man jetzt beiseite stellen?;competence;Preparation;Preparation Steps;5;54;20
Also soll man jetzt beiseite stellen? Das mit dem Zerreiben ist das dann erst später;competence;Preparation;Preparation Steps;5;54;21
Das mit dem Zerreiben ist das dann erst später. Also soll man jetzt beiseite stellen?;competence;Preparation;Preparation Steps;5;54;22
Also soll man jetzt beiseite stellen? Und dann quellen lassen.;competence;Preparation;Preparation Steps;5;54;23
Und dann quellen lassen. Das mit dem Zerreiben ist das dann erst später;competence;Preparation;Preparation Steps;5;54;24
Das mit dem Zerreiben ist das dann erst später. Wie geht es weiter?;competence;Preparation;Preparation Steps;5;58;25
Wie geht es weiter? Wie viel Öl ist das?;fact;Amount;Amount of Ingredients;5;60;26
Wie viel Öl ist das? Ja. Also die Hälfte ja. Ok?;fact;Amount;Amount of Ingredients;5;66;27
Ja. Also die Hälfte ja. Ok?;fact;Amount;Amount of Ingredients;5;66;28
Ja. Also die Hälfte ja. Ok? Wie geht es weiter?;competence;Preparation;Preparation Steps;5;66;29
Wie geht es weiter? Wie viel Zwiebeln?;fact;Amount;Amount of Ingredients;5;68;30
Wie viel Zwiebeln? Ich benutze jetzt einfach eine ganze weil ich keine Möhren habe.;fact;Amount;Amount of Ingredients;5;70;31
Ich benutze jetzt einfach eine ganze weil ich keine Möhren habe. In einem halben Esslöffel Öl.;fact;Amount;Amount of Ingredients;5;72;32
In einem halben Esslöffel Öl.;fact;Amount;Amount of Ingredients;5;72;33
In einem halben Esslöffel Öl. Und ich dann irgendwie auch nicht weiß was ich mit einer halben kleinen Zwiebel mache.;fact;Ingredient;Purpose of Ingredient;5;72;34
Und ich dann irgendwie auch nicht weiß was ich mit einer halben kleinen Zwiebel mache. Ok. Also das jetzt anbraten. In einem halben Esslöffel Öl.;competence;Preparation;Preparation Steps;5;72;35
Ok. Also das jetzt anbraten. In einem halben Esslöffel Öl. Ok. Garen.;competence;Preparation;Preparation Steps;5;74;36
Ok. Garen. Kann man den Timer einstellen?;fact;Miscellaneous;System Abilities;5;74;37
Kann man den Timer einstellen? Ok wie geht es dann weiter?;competence;Preparation;Preparation Steps;5;76;38
Ok wie geht es dann weiter? Ok also muss ich jetzt quasi die zehn Minuten warten bis weitergeht.;fact;Time;Cooking Time Reassurance;5;80;39
Ok also muss ich jetzt quasi die zehn Minuten warten bis weitergeht. Oder kann man irgendwas einen weiteren Schritt hinten schon mal machen wie man es klein schneiden kann.;competence;Preparation;Preparation Steps;5;80;40
