utterance;level_0;level_1;level_2;tp;absatz;seq
Ok. Und Mengenangabe vom Salzwasser halt dann auf Verpackung oder?;fact;Amount;Amount of Ingredients;5;36;13
Ein Achtel Liter. Ok.;fact;Amount;Amount of Ingredients;5;42;14
Ein Achtel Liter. Ok.;fact;Amount;Amount of Ingredients;5;42;15
Und wie viel hast du gesagt? Ein Achtel;fact;Amount;Amount of Ingredients;5;44;16
Und wie viel hast du gesagt? Ein Achtel;fact;Amount;Amount of Ingredients;5;44;17
Wenn ein Viertel Liter Wasser mit 250 Gramm Couscous ist.;fact;Amount;Amount of Ingredients;5;50;18
Wenn ein Viertel Liter Wasser mit 250 Gramm Couscous ist.;fact;Amount;Amount of Ingredients;5;50;19
Also soll man jetzt beiseite stellen?;competence;Preparation;Preparation Steps;5;54;20
Das mit dem Zerreiben ist das dann erst später;competence;Preparation;Preparation Steps;5;54;21
Also soll man jetzt beiseite stellen?;competence;Preparation;Preparation Steps;5;54;22
Und dann quellen lassen.;competence;Preparation;Preparation Steps;5;54;23
Das mit dem Zerreiben ist das dann erst später;competence;Preparation;Preparation Steps;5;54;24
Wie geht es weiter?;competence;Preparation;Preparation Steps;5;58;25
Wie viel Öl ist das?;fact;Amount;Amount of Ingredients;5;60;26
Ja. Also die Hälfte ja. Ok?;fact;Amount;Amount of Ingredients;5;66;27
Ja. Also die Hälfte ja. Ok?;fact;Amount;Amount of Ingredients;5;66;28
Wie geht es weiter?;competence;Preparation;Preparation Steps;5;66;29
Wie viel Zwiebeln?;fact;Amount;Amount of Ingredients;5;68;30
Ich benutze jetzt einfach eine ganze weil ich keine Möhren habe.;fact;Amount;Amount of Ingredients;5;70;31
In einem halben Esslöffel Öl.;fact;Amount;Amount of Ingredients;5;72;32
In einem halben Esslöffel Öl.;fact;Amount;Amount of Ingredients;5;72;33
Und ich dann irgendwie auch nicht weiß was ich mit einer halben kleinen Zwiebel mache.;fact;Ingredient;Purpose of Ingredient;5;72;34
Ok. Also das jetzt anbraten. In einem halben Esslöffel Öl.;competence;Preparation;Preparation Steps;5;72;35
Ok. Garen.;competence;Preparation;Preparation Steps;5;74;36
Kann man den Timer einstellen?;fact;Miscellaneous;System Abilities;5;74;37
Ok wie geht es dann weiter?;competence;Preparation;Preparation Steps;5;76;38
Ok also muss ich jetzt quasi die zehn Minuten warten bis weitergeht.;fact;Time;Cooking Time Reassurance;5;80;39
Oder kann man irgendwas einen weiteren Schritt hinten schon mal machen wie man es klein schneiden kann.;competence;Preparation;Preparation Steps;5;80;40
Ok also muss ich jetzt quasi die zehn Minuten warten bis weitergeht.;competence;Preparation;Preparation Steps;5;80;41
aber das ist eigentlich zu viel Wie viel Mais wäre denn das?;fact;Amount;Amount of Ingredients;5;82;42
WIe viel Mais war es?;fact;Amount;Amount of Ingredients;5;84;43
Ja Wie viel Zucchini bräuchte ich?;fact;Amount;Amount of Ingredients;5;88;44
Wie lang geht denn der Timer noch?;fact;Time;Remaining Time;5;90;45
Ok welche Gewürze kommen jetzt alles rein und wie viel?;fact;Amount;Amount of Ingredients;5;92;46
Ok welche Gewürze kommen jetzt alles rein und wie viel?;fact;Ingredient;Ingredients in Recipe;5;92;47
Das ist so was nächste war glaub ich;competence;Preparation;Preparation Steps;5;94;48
Koriander Pfeffer und was noch?;fact;Ingredient;Ingredients in Recipe;5;96;49
Ok wie viel Zimt und wie viel Pfeffer?;fact;Amount;Amount of Ingredients;5;98;50
Eine VIERtel PRIse. Ein HALber ESSlöffel. So viel;fact;Amount;Amount of Ingredients;5;100;51
Eine VIERtel PRIse. Ein HALber ESSlöffel. So viel;fact;Amount;Amount of Ingredients;5;100;52
Äh wie viel Koriander?;fact;Amount;Amount of Ingredients;5;108;53
wie geht es da weiter?;competence;Preparation;Preparation Steps;5;110;54
Wann kommt der Couscous dazu?;fact;Ingredient;Ingredient addition point in time;5;116;55
Wann kommt der Couscous dazu?;competence;Preparation;Preparation Steps;5;116;56
Ich tu jetzt da auch noch Kichererbsen rein. Wenn schon denn schon.;competence;Preparation;Preparation Steps;5;120;57
Aber ist der Liter Wasser steht das jetzt in der also hat es das umgerechnet oder stand das jetzt im Rezept.;fact;Amount;Amount Adaption;5;128;58
Ok also kann ich davon ausgehen wenn es vorher für vier Personen war dass ich einen Viertel Liter Wasser reintun muss.;fact;Amount;Amount of Ingredients;5;130;59
Ok also kann ich davon ausgehen wenn es vorher für vier Personen war dass ich einen Viertel Liter Wasser reintun muss.;fact;Amount;Amount of Ingredients;5;130;60
Jetzt kommt quasi Zucchini und Mais und so mit rein oder? Zucchini Mais und;competence;Preparation;Preparation Steps;5;132;61
Mhm?;competence;Preparation;Preparation Steps;5;134;62
Ok.;competence;Preparation;Preparation Steps;5;136;63
Also wie lang was was stand nochmal? Beim Köcheln?;fact;Time;Cooking Time;5;140;64
Ich hab bloß Ich bin bloß am Überlegen wenn ich das jetzt einfach so reinhau dann ist ja das zu viel Flüssigkeit. Vielleicht aber auch nicht. Das ist das Risiko. Ich glaub ich hau es einfach rein.;competence;Preparation;Preparation Steps;5;142;65
Wie lang würd ich das dann;fact;Time;Cooking Time;5;146;66
Wie lang würd ich das dann also wie geht es wir würd es dann weitergehen?;competence;Preparation;Preparation Steps;5;146;67
Es wäre ein Fortschritt wenn du vorher immer wenn man vorher fragt welche Utensilien man braucht. Das wäre irgendwie hilfreich. Aber das steht nicht dabei oder steht das dabei?;fact;Equipment;Equipment needed;5;150;68
Ok Alex. Ich hätte gerne ein vegetarisches Gericht mit Reis.;fact;Recipe;Recipe Retrieval;6;2;1
Ähm kann ich die Zutatenliste weiter eingrenzen?;fact;Miscellaneous;System Abilities;6;4;2
Dann hätte ich gerne ein Reisgericht;fact;Recipe;Recipe Retrieval;6;6;3
Dann hätte ich gerne ein Reisgericht mit Paprika Tomaten Zwiebeln und Brokkoli. Und Käse.;fact;Recipe;Recipe Retrieval;6;6;4
Ja Sag mal die Zutaten.;fact;Ingredient;Ingredients in Recipe;6;12;5
Dann Ja Nenn mir mal die Schritte des Kochvorgangs;competence;Preparation;Preparation Steps;6;18;6
Steht da was von äh Ringen oder Würfeln bei der Zwiebel?;fact;Ingredient;Ingredient - Texture,Appearance;6;20;7
Zwiebeln anschwitzen und was war nebenher?;competence;Preparation;Preparation Steps;6;24;8
Ok sag das mal nochmal. Die Zwiebeln anschwitzen?;competence;Preparation;Preparation Steps;6;28;9
Steht da was über die Menge vom Reis?;fact;Amount;Amount of Ingredients;6;30;10
Warum macht man immer Abwaschen.;fact;Knowledge;Knowledge Ingredient;6;32;11
50 Gramm;fact;Amount;Amount of Ingredients;6;32;12
50 Gramm;fact;Amount;Amount of Ingredients;6;32;13
So mit den Zwiebeln kurz anschwitzen.;competence;Preparation;Preparation Steps;6;32;14
Wie viel Gemüsebrühe?;fact;Amount;Amount of Ingredients;6;36;15
So. Nächster Schritt?;competence;Preparation;Preparation Steps;6;40;16
Und sonst?;competence;Preparation;Preparation Steps;6;42;17
Mhm?;competence;Preparation;Preparation Steps;6;44;18
Gibt es danach noch Schritte?;competence;Preparation;Preparation Steps;6;46;19
Was war der Schritt davor? Soll ich das nicht nach und nach zugeben?;competence;Preparation;Preparation Steps;6;48;20
Ja mach nochmal von vorne.;competence;Preparation;Preparation Steps;6;50;21
Ja mach nochmal von vorne.;competence;Preparation;Preparation Steps;6;50;22
Ja;competence;Preparation;Preparation Steps;6;52;23
Ja;competence;Preparation;Preparation Steps;6;54;24
Achso in einem EXtratopf.;fact;Equipment;Equipment Management;6;56;25
Steht da was von DECKel für den Reis?;fact;Equipment;Equipment needed;6;62;26
So. Sag mal nochmal den Schritt den wir gerade machen;competence;Preparation;Preparation Steps;6;64;27
und dann ob es weitergeht.;competence;Preparation;Preparation Steps;6;64;28
Ähm Wir dünsten jetzt gerade die Paprika und die zweite Zwiebel separat an.;competence;Preparation;Preparation Steps;6;66;29
Und dann?;competence;Preparation;Preparation Steps;6;68;30
Und das war es dann.;competence;Preparation;Preparation Steps;6;70;31
Dann sag mir doch mal separat ob man Brokkoli anbraten sollte. Ich kann mich nämlich nicht erinnern dass ich mal Brokkoli angebraten hätte;competence;Cooking technique;Cooking technique - Ingredient;6;72;32
Äh Nenn mir ein Rezept mit Reis Sahne und Butter?;fact;Recipe;Recipe Retrieval;7;2;1
Öh Ähm? Ja. Ok dann brauch ich jetzt ein Rezept mit Tomaten Zwiebeln Paprika Sahne Reis;fact;Recipe;Recipe Retrieval;7;4;2
Ähm Ich brauch ne ok also ein Rezept für eine äh Paprikatomatensoße.;fact;Recipe;Recipe Retrieval;7;6;3
Tomatensoße mit Paprika oder irgendwie so. Paprika-Tomatensoße.;fact;Recipe;Recipe Retrieval;7;8;4
Dann Sag mir mal die Anweisungen zu der Paprika zu der ersten Soße.;competence;Preparation;Preparation Steps;7;12;5
So. Such mal nach einem Rezept Bohnen Tomaten und Paprika.;fact;Recipe;Recipe Retrieval;7;20;6
Das ist gut. Öffnen. Bitte.;fact;Recipe;Recipe Summary;7;24;7
Ähm Ja wie läuft denn die Zubereitungsbeschreibung?;competence;Preparation;Preparation Steps;7;26;8
Ok vielleicht eher wie länger muss ich sie kochen lassen. wie lange muss ich ihn kochen lassen.;fact;Time;Cooking Time;7;34;9
Wie mach ich Spitzenlangkornreis.;competence;Cooking technique;Cooking technique - Ingredient;7;34;10
Also wie lange muss ich Spitzenlangkornreis kochen.;fact;Time;Cooking Time;7;36;11
15 bis 16?;fact;Time;Cooking Time Reassurance;7;38;12
Äh Such doch mal nach karamellisierten Tomaten.;fact;Recipe;Recipe Retrieval;7;40;13
Gibt es sowas?;fact;Recipe;Recipe Retrieval;7;42;14
Mit was für einem Zucker muss ich das machen? PUderzucker oder mit;fact;Ingredient;Ingredient Type;7;44;15
Was kann man machen um Tränen zu vermeiden beim Zwiebeln schälen?;fact;Knowledge;Knowledge Ingredient;7;46;16
Hä waren da überhaupt Zwiebeln in dem Rezept was du vorher vorgelesen hast?;fact;Ingredient;Ingredients in Recipe;7;50;17
Und da waren Zwiebeln drin oder? Oder habe ich das nur;fact;Ingredient;Ingredients in Recipe;7;52;18
Und da waren Zwiebeln drin oder? Oder habe ich das nur;fact;Ingredient;Ingredients in Recipe;7;52;19
Kannst du mir nochmal das Rezept sagen mit diesen Kidneybohnen?;fact;Recipe;Recipe Summary;7;54;20
Also einfach alles nochmal.;competence;Preparation;Preparation Steps;7;56;21
Also einfach alles nochmal.;fact;Recipe;Recipe Summary;7;56;22
Kannst du nochmal sagen WANN ich die Tomaten reingeben muss?;fact;Ingredient;Ingredient addition point in time;7;58;23
Ok;competence;Preparation;Preparation Steps;7;60;24
Waren die Mengenangaben für die Brühe?;fact;Amount;Amount of Ingredients;7;62;25
Die Mengenangabe für die Brühe?;fact;Amount;Amount of Ingredients;7;64;26
SECHS Tassen.;fact;Amount;Amount of Ingredients;7;66;27
Was ist eigentlich die Bewertung von dem Rezept?;fact;Recipe;Request for Ratings;7;68;28
Die Pfanne ist zu klein;fact;Equipment;Equipment Problem;7;76;29
Die Pfanne ist zu klein;fact;Equipment;Equipment Management;7;76;30
Die Pfanne ist zu klein.;fact;Equipment;Equipment Problem;7;78;31
Such mal danach ob man Kid- ob man den BOhnensaft mit reintut.;competence;Cooking technique;Cooking technique - Ingredient Addition,Composition;7;80;32
Was für Gewürze brauch ich?;fact;Ingredient;Ingredients in Recipe;7;82;33
Stehen da irgendwelche Mengenangaben?;fact;Amount;Amount of Ingredients;7;84;34
Was noch? Oregano Chili;fact;Ingredient;Ingredients in Recipe;7;86;35
Ok? Chili öh und oREgano.;fact;Ingredient;Ingredients in Recipe;7;86;36
Salz Pfeffer?;fact;Ingredient;Ingredients in Recipe;7;88;37
Aber kannst du überhaupt im Internet schauen ob Ananas und saure Sahne überhaupt zusammenpasst?;fact;Ingredient;Ingredient composition;8;2;1
Ok solange kann ich das Wasser für Reis vorbereiten oder?;competence;Preparation;Preparation Steps;8;4;2
Und was gibt es da sonst noch? Ananas und saure Sahne und was sonst?;fact;Recipe;Recipe Retrieval;8;6;3
Schau dir Ananas und süß-saure Soße oder?;fact;Recipe;Recipe Retrieval;8;8;4
Ok was brauchen wir dafür?;fact;Ingredient;Ingredients in Recipe;8;12;5
Was gibt was brauchen wir noch?;fact;Ingredient;Ingredients in Recipe;8;14;6
Ja ich glaube wir können das schon machen oder?;fact;Recipe;Cookability;8;14;7
Essig brauchen wir Zucker Salz haben wir;fact;Ingredient;Ingredients in Recipe;8;16;8
Sojasoße haben wir;fact;Ingredient;Ingredients in Recipe;8;18;9
Öl haben wir;fact;Ingredient;Ingredients in Recipe;8;20;10
Ok und was und soll ich hier schauen wie man überhaupt den Reis kocht oder schaust du im Internet?;competence;Cooking technique;Cooking technique - Ingredient;8;24;11
Ok schaust du vielleicht wie hier sind vier Kochbeutel. ob das Wasser überhaupt HEIß werden soll?;competence;Cooking technique;Cooking technique - Ingredient;8;26;12
Für Reis in in in Kochbeutel.;competence;Cooking technique;Cooking technique - Reassurance;8;30;13
Auf niedrigster Stufe?;fact;Temperature;Temperature Reassurance;8;32;14
Auf niedrigster Stufe?;fact;Temperature;Temperature explicit;8;32;15
Was dauert das ungefähr?;fact;Time;Cooking Time;8;36;16
Reicht uns ein Kochbeutel? Ist ein Kochbeutel dann für eine Person oder wie ist das;fact;Amount;Amount of Persons;8;38;17
Mhm Ob ein Kochbeutel normalerweise pro Person ist oder wie ist das überhaupt. Wenn wir kochen dann sagen wir für zwei Menschen oder?;fact;Amount;Amount of Persons;8;40;18
Ok nehmen wir zwei.;fact;Amount;Amount of Ingredients;8;42;19
Und kannst du bitte noch schauen wie viele Tomaten wir brauchen?;fact;Amount;Amount of Ingredients;8;46;20
Ok Käse Käse halt war dann nicht oder? Käse brauchen wir dann auch nicht;fact;Ingredient;Ingredients in Recipe;8;46;21
Ok Käse Käse halt war dann nicht oder? Käse brauchen wir dann auch nicht;fact;Ingredient;Ingredients in Recipe;8;46;22
Ja dann nehmen wir vier Tomaten ich glaube das reicht dann. Oder?;fact;Amount;Amount of Ingredients;8;48;23
Du kannst schauen wie viel Wenn wir kleine wenn wir nur Tomaten haben.;fact;Amount;Amount of Ingredients;8;50;24
Da da war kein Zwiebel oder dabei bei dieser Soße. Nein oder?;fact;Ingredient;Ingredients in Recipe;8;52;25
Da da war kein Zwiebel oder dabei bei dieser Soße. Nein oder?;fact;Ingredient;Ingredients in Recipe;8;52;26
Ok was brauchen wir für diese ok du hast gesagt und was ist mit der hier haben wir 560 Gramm Ananasstücke. Wie viel brauchen wir?;fact;Amount;Amount of Ingredients;8;54;27
Aber was heißt eine Dose? Dosen sind auch unterschiedlich.;fact;Amount;Amount of Ingredients;8;56;28
Ich glaube es ist viel zu viel wenn wir alles nehmen.;fact;Amount;Amount of Persons;8;58;29
Ja?;fact;Amount;Amount of Persons;8;58;30
Ok und was sollen wir ok kannst du bitte noch äh das äh Rezept lesen was brauchen was müssen wir als nächstes machen?;competence;Preparation;Preparation Steps;8;60;31
Ok und was sollen wir ok kannst du bitte noch äh das äh Rezept lesen was brauchen was müssen wir als nächstes machen?;competence;Preparation;Preparation Steps;8;60;32
Ok (,;competence;Preparation;Preparation Steps;8;62;33
Und dann?;competence;Preparation;Preparation Steps;8;64;34
Ok machen wir den ersten das ist schon zu ein bisschen anstrengend. Machen wir den ersten;competence;Preparation;Preparation Steps;8;66;35
Und dann machen wir den zweiten oder?;competence;Preparation;Preparation Order;8;68;36
So ich schätze ich nehme jetzt die Hälfte. Von der Dose.;fact;Amount;Amount of Ingredients;8;70;37
So ich schätze ich nehme jetzt die Hälfte. Von der Dose.;fact;Amount;Amount of Ingredients;8;70;38
Wir brauchen nur zwei Löffel hast du gesagt oder?;fact;Amount;Amount of Ingredients;8;72;39
Wir brauchen nur zwei Löffel hast du gesagt oder?;fact;Amount;Amount of Ingredients;8;72;40
Was haben wir was jetzt? Paprika hast du gesagt oder?;competence;Preparation;Preparation Steps;8;74;41
Und wie sollen wir schneiden? Klein oder groß?;fact;Ingredient;Ingredient - Texture,Appearance;8;76;42
Ok. Paprika haben wir. Was brauchen wir jetzt?;competence;Preparation;Preparation Steps;8;78;43
Wie viel.;fact;Amount;Amount of Ingredients;8;80;44
Zucker zum Beispiel.;fact;Amount;Amount of Ingredients;8;82;45
Salz?;fact;Amount;Amount of Ingredients;8;84;46
Ok was äh Salz Zucker haben wir was sonst?;fact;Ingredient;Ingredients in Recipe;8;86;47
Sechs?;fact;Amount;Amount of Ingredients;8;88;48
Ok dann?;fact;Ingredient;Ingredients in Recipe;8;90;49
Ich schneide es einfach ganz klein.;fact;Ingredient;Ingredient - Texture,Appearance;8;92;50
Ich schneide es einfach ganz klein.;fact;Ingredient;Ingredient - Texture,Appearance;8;92;51
Ich schneide es einfach ganz klein.;competence;Preparation;Preparation Steps;8;92;52
Ach Tomaten soll ich da rein? Da;fact;Ingredient;Ingredients in Recipe;8;94;53
Gibt es da auch Bilder?;fact;Miscellaneous;Picture Request;8;96;54
Ok sieht das lecker aus?;fact;Recipe;Recipe Appearance (subjective);8;100;55
Ok. Würdest du es essen?;fact;Recipe;Request for Tips,Suggestions;8;106;56
Und wie lange dauert überhaupt KOCHzeit was steht da geschrieben;fact;Time;Cooking Time;8;108;57
Tomaten haben wir drin jetzt;competence;Preparation;Preparation Steps;8;110;58
Wie viel Öl?;fact;Amount;Amount of Ingredients;8;112;59
Zwei Teelöffel.;fact;Amount;Amount of Ingredients;8;114;60
Zwei Teelöffel.;fact;Amount;Amount of Ingredients;8;114;61
